player,nation,position,age,nineties,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribble_challenges,dribble_tackle_pct,dribbled_past,blocks,shots_blocked,passes_blocked,interceptions,tackles_plus_interceptions,clearances,errors,fbref_comp_id,season
Cristian Medina,ARG,,21.0,24.6,38.0,27.0,11.0,23.0,4.0,18.0,35.0,51.4,17.0,25.0,5.0,20.0,27.0,55.0,21.0,0.0,,2024
Marcos Rojo,ARG,,33.0,18.1,18.0,12.0,10.0,6.0,2.0,11.0,19.0,57.9,8.0,18.0,11.0,7.0,12.0,27.0,62.0,1.0,,2024
Marcelo Saracchi,URU,,25.0,15.3,19.0,19.0,11.0,6.0,2.0,6.0,18.0,33.3,12.0,16.0,4.0,12.0,35.0,42.0,33.0,0.0,,2024
Leandro Brey,ARG,,21.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,,2024
Jabes Saralegui,ARG,,21.0,14.4,13.0,9.0,6.0,5.0,2.0,4.0,15.0,26.7,11.0,11.0,1.0,10.0,8.0,17.0,15.0,0.0,,2024
Tomás Belmonte,ARG,,25.0,14.1,38.0,23.0,14.0,20.0,4.0,17.0,36.0,47.2,19.0,15.0,6.0,9.0,16.0,53.0,24.0,0.0,,2024
Lautaro Di Lollo,ARG,,19.0,14.0,32.0,27.0,21.0,11.0,0.0,16.0,20.0,80.0,4.0,17.0,11.0,6.0,10.0,39.0,57.0,0.0,,2024
Ezequiél Fernández,ARG,,21.0,13.9,32.0,25.0,10.0,19.0,3.0,18.0,39.0,46.2,21.0,20.0,5.0,15.0,13.0,41.0,6.0,0.0,,2024
Milton Giménez,ARG,,27.0,12.1,16.0,11.0,3.0,7.0,6.0,5.0,14.0,35.7,9.0,9.0,1.0,8.0,3.0,19.0,14.0,0.0,,2024
Aaron Anselmino,ARG,,18.0,12.0,26.0,18.0,18.0,6.0,2.0,17.0,24.0,70.8,7.0,19.0,9.0,10.0,21.0,46.0,40.0,0.0,,2024
Exequiel Zeballos,ARG,,21.0,11.9,8.0,6.0,1.0,6.0,1.0,4.0,12.0,33.3,8.0,7.0,1.0,6.0,3.0,11.0,2.0,0.0,,2024
Brian Aguirre,ARG,,20.0,9.9,15.0,8.0,2.0,9.0,4.0,8.0,16.0,50.0,8.0,4.0,0.0,4.0,2.0,17.0,2.0,0.0,,2024
Luca Langoni,ARG,,21.0,9.6,4.0,3.0,2.0,0.0,2.0,1.0,6.0,16.7,5.0,3.0,0.0,3.0,4.0,8.0,0.0,0.0,,2024
Ignacio Miramon,ARG,,20.0,8.8,26.0,16.0,8.0,15.0,3.0,16.0,29.0,55.2,13.0,13.0,2.0,11.0,13.0,39.0,5.0,0.0,,2024
Gary Medel,CHI,,36.0,7.8,8.0,6.0,6.0,2.0,0.0,4.0,10.0,40.0,6.0,6.0,6.0,0.0,9.0,16.0,27.0,1.0,,2024
Lucas Janson,ARG,,29.0,7.7,12.0,11.0,4.0,5.0,3.0,6.0,14.0,42.9,8.0,8.0,1.0,7.0,1.0,12.0,8.0,0.0,,2024
,nan,,,,,,,,,,,,,,,,,,,,,2024
Frank Fabra,COL,,32.0,6.2,9.0,5.0,3.0,3.0,3.0,4.0,9.0,44.4,5.0,5.0,1.0,4.0,5.0,13.0,16.0,0.0,,2024
Milton Delgado,ARG,,18.0,6.0,20.0,16.0,11.0,7.0,2.0,12.0,16.0,75.0,4.0,5.0,1.0,4.0,7.0,24.0,2.0,0.0,,2024
Mauricio Benítez,ARG,,19.0,5.9,8.0,10.0,4.0,2.0,2.0,5.0,7.0,71.4,2.0,4.0,0.0,4.0,15.0,15.0,6.0,0.0,,2024
Nicolás Valentini,ARG,,22.0,5.8,3.0,2.0,1.0,2.0,0.0,3.0,4.0,75.0,1.0,3.0,2.0,1.0,3.0,4.0,18.0,0.0,,2024
Jorman Campuzano,COL,,27.0,5.8,19.0,10.0,7.0,11.0,1.0,9.0,13.0,69.2,4.0,9.0,1.0,8.0,8.0,27.0,10.0,0.0,,2024
Juan Barinaga,ARG,,23.0,5.3,8.0,4.0,5.0,3.0,0.0,3.0,7.0,42.9,4.0,6.0,2.0,4.0,8.0,16.0,14.0,0.0,,2024
Lucas Blondel,SUI,,27.0,4.7,14.0,10.0,7.0,6.0,1.0,9.0,16.0,56.3,7.0,10.0,2.0,8.0,5.0,19.0,14.0,1.0,,2024
Agustín Martegani,ARG,,23.0,4.3,10.0,8.0,4.0,6.0,0.0,5.0,11.0,45.5,6.0,3.0,0.0,3.0,5.0,15.0,2.0,0.0,,2024
Darío Benedetto,ARG,,33.0,3.7,2.0,0.0,0.0,2.0,0.0,2.0,4.0,50.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,,2024
Ezequiel Bullaude,ARG,,23.0,2.7,4.0,3.0,0.0,3.0,1.0,2.0,3.0,66.7,1.0,4.0,0.0,4.0,1.0,5.0,1.0,0.0,,2024
Mateo Mendía,ARG,,19.0,2.3,2.0,2.0,2.0,0.0,0.0,2.0,4.0,50.0,2.0,4.0,3.0,1.0,7.0,9.0,5.0,0.0,,2024
Julián Ceballos,ARG,,19.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,5.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,,2024
Norberto Briasco,ARM,,27.0,1.9,3.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,,2024
Juan Ramírez,ARG,,30.0,1.7,3.0,5.0,2.0,0.0,1.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,,2024
Vicente Taborda,ARG,,22.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,1.0,0.0,,2024
Javier Hernán García,ARG,,37.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2024
Iker Zufiaurre,ARG,,18.0,0.7,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2024
Dylan Gorosito,ARG,,17.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,,2024
Joaquín Ruíz,ARG,,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,2024
Walter Molas,ARG,,19.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2024
Santiago Dalmasso,ARG,,19.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2024
Agustín Marchesín,ARG,,,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,,2025
Lautaro Blanco,ARG,,,29.8,57.0,48.0,37.0,14.0,6.0,25.0,41.0,61.0,16.0,28.0,5.0,23.0,22.0,78.0,68.0,0.0,,2025
Rodrigo Battaglia,ARG,,,24.9,39.0,25.0,19.0,19.0,1.0,19.0,31.0,61.3,12.0,16.0,8.0,8.0,15.0,54.0,102.0,0.0,,2025
Miguel Merentiel,URU,,,24.1,8.0,6.0,2.0,5.0,1.0,3.0,10.0,30.0,7.0,8.0,0.0,8.0,2.0,10.0,9.0,1.0,,2025
Carlos Palacios,CHI,,,23.1,15.0,11.0,7.0,4.0,4.0,8.0,28.0,28.6,20.0,15.0,4.0,11.0,4.0,19.0,20.0,1.0,,2025
Lautaro Di Lollo,ARG,,,22.2,42.0,31.0,30.0,10.0,2.0,22.0,28.0,78.6,6.0,28.0,12.0,16.0,22.0,63.0,117.0,0.0,,2025
Ayrton Costa,ARG,,,19.1,40.0,30.0,29.0,9.0,2.0,22.0,27.0,81.5,5.0,20.0,8.0,12.0,43.0,80.0,92.0,0.0,,2025
Milton Giménez,ARG,,,17.3,16.0,12.0,2.0,8.0,6.0,4.0,13.0,30.8,9.0,17.0,0.0,17.0,5.0,21.0,20.0,0.0,,2025
Edinson Cavani,URU,,,15.5,11.0,7.0,5.0,2.0,4.0,5.0,10.0,50.0,5.0,9.0,3.0,6.0,2.0,13.0,14.0,0.0,,2025
Juan Barinaga,ARG,,,14.8,27.0,21.0,14.0,7.0,6.0,15.0,18.0,83.3,3.0,13.0,2.0,11.0,17.0,44.0,40.0,0.0,,2025
Luis Advíncula,PER,,,14.7,20.0,17.0,15.0,3.0,2.0,16.0,22.0,72.7,6.0,12.0,5.0,7.0,8.0,27.0,26.0,1.0,,2025
Milton Delgado,ARG,,,14.6,37.0,25.0,12.0,23.0,2.0,14.0,28.0,50.0,14.0,13.0,1.0,12.0,21.0,58.0,16.0,2.0,,2025
Alan Velasco,ARG,,,13.8,26.0,15.0,10.0,14.0,2.0,13.0,27.0,48.1,14.0,17.0,0.0,17.0,11.0,33.0,10.0,0.0,,2025
Tomás Belmonte,ARG,,,13.5,49.0,40.0,25.0,17.0,7.0,21.0,36.0,58.3,15.0,16.0,5.0,11.0,14.0,62.0,29.0,1.0,,2025
Leandro Paredes,ARG,,,13.2,28.0,19.0,11.0,15.0,2.0,15.0,24.0,62.5,9.0,13.0,3.0,10.0,14.0,42.0,28.0,0.0,,2025
Kevin Zenon,ARG,,,12.7,18.0,15.0,6.0,9.0,3.0,6.0,9.0,66.7,3.0,8.0,2.0,6.0,5.0,22.0,9.0,0.0,,2025
Exequiel Zeballos,ARG,,,12.0,10.0,6.0,5.0,2.0,3.0,5.0,11.0,45.5,6.0,10.0,0.0,10.0,3.0,12.0,1.0,0.0,,2025
Marcos Rojo,ARG,,,9.5,14.0,9.0,7.0,7.0,0.0,4.0,5.0,80.0,1.0,7.0,4.0,3.0,12.0,26.0,61.0,0.0,,2025
William Alarcón,CHI,,,9.3,8.0,7.0,5.0,3.0,0.0,4.0,7.0,57.1,3.0,12.0,3.0,9.0,8.0,15.0,9.0,0.0,,2025
Brian Aguirre,ARG,,,8.1,7.0,4.0,3.0,3.0,1.0,4.0,11.0,36.4,7.0,12.0,0.0,12.0,6.0,13.0,6.0,0.0,,2025
,nan,,,,,,,,,,,,,,,,,,,,,2025
Marco Pellegrino,ARG,,,7.0,6.0,4.0,6.0,0.0,0.0,2.0,4.0,50.0,2.0,3.0,3.0,0.0,12.0,16.0,47.0,0.0,,2025
Lucas Blondel,SUI,,,6.1,11.0,6.0,6.0,5.0,0.0,8.0,10.0,80.0,2.0,5.0,0.0,5.0,5.0,16.0,18.0,0.0,,2025
Ander Herrera,ESP,,,5.1,15.0,8.0,6.0,6.0,3.0,10.0,15.0,66.7,5.0,7.0,2.0,5.0,8.0,23.0,10.0,0.0,,2025
Marcelo Saracchi,URU,,,4.1,6.0,6.0,2.0,3.0,1.0,4.0,4.0,100.0,0.0,3.0,1.0,2.0,8.0,14.0,21.0,0.0,,2025
Malcom Braida,ARG,,,3.6,6.0,3.0,1.0,5.0,0.0,2.0,3.0,66.7,1.0,6.0,1.0,5.0,1.0,7.0,6.0,0.0,,2025
Camilo Rey,ARG,,,3.4,9.0,4.0,4.0,4.0,1.0,6.0,9.0,66.7,3.0,3.0,1.0,2.0,7.0,16.0,5.0,0.0,,2025
Leandro Brey,ARG,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,2025
Jorge Figal,ARG,,,2.8,3.0,5.0,3.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,,2025
Lucas Janson,ARG,,,1.3,3.0,2.0,1.0,0.0,2.0,3.0,4.0,75.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,2025
Frank Fabra,COL,,,1.2,2.0,2.0,1.0,0.0,1.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,7.0,9.0,2.0,0.0,,2025
Ignacio Miramon,ARG,,,1.1,7.0,5.0,2.0,5.0,0.0,4.0,6.0,66.7,2.0,2.0,0.0,2.0,1.0,8.0,3.0,0.0,,2025
Mateo Mendía,ARG,,,1.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,1.0,3.0,4.0,0.0,,2025
Agustín Martegani,ARG,,,0.6,1.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2025
Joaquín Ruíz,ARG,,,0.3,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,,2025
Santiago Dalmasso,ARG,,,0.1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2025
